class,gender,age,onset_duration_positive,onset_duration_negative,onset_duration_full,onset_duration_ratio_positive,onset_duration_ratio_negative,onset_maximum_amplitude,onset_mean_amplitude_full,onset_mean_amplitude_positive,onset_mean_amplitude_negative,onset_std_amplitude,onset_total_amplitude_positive,onset_total_amplitude_negative,onset_net_amplitude,onset_amplitude_ratio_positive,onset_amplitude_ratio_negative,onset_maximum_speed_positive,onset_maximum_speed_negative,onset_mean_speed_positive,onset_mean_speed_negative,onset_maximum_acceleration_positive,onset_maximum_acceleration_negative,onset_mean_acceleration_positive,onset_mean_acceleration_negative,onset_net_amplitude_duration_ratio,onset_left_right_amplitude_difference,apex_duration_positive,apex_duration_negative,apex_duration_full,apex_duration_ratio_positive,apex_duration_ratio_negative,apex_maximum_amplitude,apex_mean_amplitude_full,apex_mean_amplitude_positive,apex_mean_amplitude_negative,apex_std_amplitude,apex_total_amplitude_positive,apex_total_amplitude_negative,apex_net_amplitude,apex_amplitude_ratio_positive,apex_amplitude_ratio_negative,apex_maximum_speed_positive,apex_maximum_speed_negative,apex_mean_speed_positive,apex_mean_speed_negative,apex_maximum_acceleration_positive,apex_maximum_acceleration_negative,apex_mean_acceleration_positive,apex_mean_acceleration_negative,apex_net_amplitude_duration_ratio,apex_left_right_amplitude_difference,offset_duration_positive,offset_duration_negative,offset_duration_full,offset_duration_ratio_positive,offset_duration_ratio_negative,offset_maximum_amplitude,offset_mean_amplitude_full,offset_mean_amplitude_positive,offset_mean_amplitude_negative,offset_std_amplitude,offset_total_amplitude_positive,offset_total_amplitude_negative,offset_net_amplitude,offset_amplitude_ratio_positive,offset_amplitude_ratio_negative,offset_maximum_speed_positive,offset_maximum_speed_negative,offset_mean_speed_positive,offset_mean_speed_negative,offset_maximum_acceleration_positive,offset_maximum_acceleration_negative,offset_mean_acceleration_positive,offset_mean_acceleration_negative,offset_net_amplitude_duration_ratio,offset_left_right_amplitude_difference
1,1,24,1.56,0.0,1.56,1.0,0.0,0.01880395326915907,0.0036522013151263724,0.0036522013151263724,0.0,0.004125628401150135,0.14243585128992853,0.0,0.14243585128992853,1.0,0.0,0.9401976634579534,0.0,0.1826100657563186,0.0,0.5748009904677331,0.0,-0.0018702266933998855,0.0,0.18261006575631863,0.9515375063817627,0.24,0.76,1.0,0.24,0.76,0.006462829777238666,-0.0004604952581712303,0.00169297223177813,0.0014798499189129875,0.0018352659106550704,0.01015783339066878,0.028117148459346764,-0.017959315068677983,0.26539093945160563,0.7346090605483944,0.3231414888619333,0.27110290146811766,0.0846486115889065,0.07399249594564938,0.3083160597672885,0.246387805522158,0.0017879149643483163,-0.00854555367151639,-0.03591863013735597,0.2568443402829206,0.0,1.28,1.28,0.0,1.0,0.0,-0.0032100475139725014,0.0,0.0038119314228423455,0.004653331809252443,0.0,0.12198180553095506,-0.12198180553095506,0.0,1.0,0.0,1.0279785674930653,0.0,0.19059657114211725,0.2246713311185533,0.803307236374512,0.05731379366645436,-0.014579472323697227,-0.19059657114211728,0.8859575344259718
0,1,22,2.6,0.0,2.6,1.0,0.0,0.009873541925295659,0.0022465719526496477,0.0022465719526496477,0.0,0.0022415507898479047,0.1460271769222271,0.0,0.1460271769222271,1.0,0.0,0.49367709626478296,0.0,0.11232859763248239,0.0,0.4515330329942058,0.0,-0.0003374720137362501,0.0,0.11232859763248239,0.06842857494320356,0.12,0.04,0.16,0.75,0.25,0.00059747152311318,8.917873632591839e-05,0.00040288781148811736,0.0004060548075310866,0.00028662668286006234,0.001208663434464352,0.0004060548075310866,0.0008026086269332655,0.7485290021686436,0.2514709978313564,0.029873576155659,0.02030274037655433,0.020144390574405868,0.02030274037655433,0.02030274037655433,-0.02030274037655433,0.0,-0.02030274037655433,0.010032607836665819,0.31518771827829895,0.0,2.2,2.2,0.0,1.0,0.0,-0.00254201713623469,0.0,0.002588235629620775,0.00347772394728542,0.0,0.14235295962914263,-0.14235295962914263,0.0,1.0,0.0,0.8477656581240778,0.0,0.12941178148103877,0.016478922357077153,0.5122190698521101,0.016478922357077153,-0.005433467369692491,-0.12941178148103874,0.027339324551755858
1,0,41,1.44,0.0,1.44,1.0,0.0,0.024458357654134844,0.00588896915896364,0.00588896915896364,0.0,0.005924339252477388,0.21200288972269105,0.0,0.21200288972269105,1.0,0.0,1.2229178827067422,0.0,0.294448457948182,0.0,0.8133621389484369,0.0,0.012702575241198394,0.0,0.294448457948182,0.07358604594471983,0.76,0.04,0.8,0.95,0.05,0.0014634569949291132,0.00029471626877094727,0.0005591299564117016,1.3683496068228607e-05,0.0004344341394343292,0.01062346917182233,1.3683496068228607e-05,0.010609785675754102,0.9987136128910198,0.0012863871089801857,0.07317284974645566,0.0006841748034114303,0.02795649782058508,0.0006841748034114303,0.05981869203079415,-0.0006841748034114303,0.000220029232222647,-0.0006841748034114303,0.026524464189385255,0.3335422152269295,0.0,1.24,1.24,0.0,1.0,0.0,-0.005295032617191436,0.0,0.00614907013609328,0.010530754598769095,0.0,0.1906211742188917,-0.1906211742188917,0.0,1.0,0.0,2.652525748069845,0.0,0.30745350680466393,0.07317284974645566,2.398385080245985,0.02577967305656681,-0.033979658159983606,-0.30745350680466405,0.5005172633754087
1,0,47,0.88,0.0,0.88,1.0,0.0,0.024558912892363116,0.003978809314503201,0.003978809314503201,0.0,0.005494122062324949,0.08753380491907042,0.0,0.08753380491907042,1.0,0.0,1.2279456446181558,0.0,0.19894046572516003,0.0,1.0914643821915204,0.0,-0.0018099138865048077,0.0,0.19894046572516008,0.33005096652911126,0.8,0.72,1.52,0.5263157894736842,0.47368421052631576,0.001320250165987913,2.8895321546686013e-05,0.00044386265886402486,0.0003824153328088424,0.00047986824867205137,0.008877253177280497,0.0068834759905591625,0.001993777186721335,0.5632514259172002,0.43674857408279977,0.06601250829939564,0.11045874700973402,0.022193132943201244,0.019120766640442117,0.11045874700973402,0.023909734063065624,0.00439789381602651,-0.015283886712898672,0.0026233910351596513,0.2364824813389379,0.0,1.44,1.44,0.0,1.0,0.0,-0.0027233318588004585,0.0,0.00279897996598936,0.0029162922501704113,0.0,0.10076327877561697,-0.10076327877561697,0.0,1.0,0.0,0.5668367763761117,0.0,0.13994899829946802,0.23474981192564692,0.3574195460676166,0.23474981192564692,-0.004722791943873436,-0.13994899829946802,0.47729935640853444
0,0,15,3.48,0.0,3.48,1.0,0.0,0.010827330537853785,0.0015884206504672704,0.0018988016971103003,0.0,0.002271375667303063,0.16519574764859613,0.0,0.16519574764859613,1.0,0.0,0.5413665268926893,0.0,0.09494008485551501,0.0,0.4469643759174857,0.0,-4.605694053485155e-05,0.0,0.09494008485551501,0.10380634585369933,1.12,1.84,2.96,0.3783783783783784,0.6216216216216216,0.0030383577741419643,-7.159713128865426e-05,0.0008304195298062493,0.0006673445323607614,0.0008173057090016299,0.023251746834574982,0.030697848488595025,-0.007446101654020043,0.4309901991904087,0.5690098008095913,0.15191788870709821,0.14438656802708838,0.041520976490312465,0.03336722661803807,0.08826420860165718,0.08345949143596654,0.006515747307433886,-0.00948009782352126,-0.005031149766229759,0.10987235044500844,1.32,1.88,3.2,0.4125,0.5875,0.0029727371866272723,-0.001759714133432769,0.0009213988287919484,0.004578215858735639,0.0038389854612489328,0.030406161350134298,0.21517614536057506,-0.18476998401044076,0.12381250814600459,0.8761874918539955,0.1486368593313636,0.8613174128221046,0.04606994143959742,0.22891079293678196,0.13562560995294404,0.5950044089374218,0.0007916043183198358,-0.006162510526220453,-0.11548124000652546,0.0624594048037256
0,0,11,2.64,0.0,2.64,1.0,0.0,0.028602933004049147,0.0035131652643955306,0.0035131652643955306,0.0,0.004757002562842179,0.23186890745010502,0.0,0.23186890745010502,1.0,0.0,1.4301466502024573,0.0,0.1756582632197765,0.0,1.2022453052987658,0.0,-0.005855959404724293,0.0,0.1756582632197765,0.3660114236653857,0.28,1.32,1.6,0.175,0.825,0.0031450632281052604,-0.00039157725160093946,0.0018457317937804474,0.001162807391228006,0.001201978292668339,0.012920122556463132,0.038372643910524196,-0.025452521354061064,0.25188975846679446,0.7481102415332056,0.15725316140526302,0.15725316140526302,0.09228658968902237,0.0581403695614003,0.15725316140526302,0.14315749146943668,0.017713789033646867,-0.021152711857500932,-0.03181565169257633,0.4786246459196096,0.08,1.92,2.0,0.04,0.96,0.0028519846756890344,-0.002824248174830272,0.0025296974641844105,0.0039887453013993076,0.005179106185015031,0.005059394928368821,0.19145977446716678,-0.18640037953879796,0.025745045350694207,0.9742549546493058,0.14259923378445172,1.2779503586689223,0.12648487320922053,0.1994372650699654,0.28519846756890344,0.8561298697196407,0.05682016997769552,-0.029738414800608123,-0.18640037953879796,1.2169575206174776
0,0,9,3.12,0.0,3.12,1.0,0.0,0.009221960135248564,0.0016588926230797162,0.0017014283313638117,0.0,0.0017223736213526181,0.1327114098463773,0.0,0.1327114098463773,1.0,0.0,0.4610980067624282,0.0,0.08507141656819057,0.0,0.37087336111317204,0.0,-0.0005795475371065016,0.0,0.08507141656819057,0.12616181166983756,1.4,0.6,2.0,0.7,0.3,0.012757612945948016,0.0009219170022521558,0.0025838906427293473,0.001050726354206836,0.0022064747918819796,0.09043617249552716,0.01576089531310254,0.07467527718242462,0.8515882251899445,0.14841177481005546,0.6378806472974008,0.19874872734920723,0.12919453213646734,0.052536317710341805,0.4234911326933932,0.16265874258479252,0.00021088894017494953,-0.0058754992651595854,0.07467527718242462,0.3485936430868105,0.0,3.08,3.08,0.0,1.0,0.0,-0.0033001403065206223,0.0,0.0034715761665996157,0.006327806066047897,0.0,0.2673113648281704,-0.2673113648281704,0.0,1.0,0.0,1.7028268403925129,0.0,0.17357880832998077,0.08455088620731854,0.9075220501912895,0.0446916950689454,-0.00353889190989364,-0.1735788083299808,0.23697914603214834
1,0,46,0.92,0.0,0.92,1.0,0.0,0.03885648764737104,0.006768533665132639,0.006768533665132639,0.0,0.010342488302657259,0.1556762742980507,0.0,0.1556762742980507,1.0,0.0,1.942824382368552,0.0,0.3384266832566319,0.0,0.8188776652013119,0.0,-0.0008527130553471359,0.0,0.33842668325663194,0.10673681116002258,0.04,0.0,0.04,1.0,0.0,0.00023495603503687068,3.3565147862410095e-05,0.00023495603503687068,0.0,8.880503396304836e-05,0.00023495603503687068,0.0,0.00023495603503687068,1.0,0.0,0.011747801751843534,0.0,0.011747801751843534,0.0,0.011747801751843534,0.0,0.0,0.0,0.011747801751843534,2.23099782658916,0.04,2.0,2.04,0.0196078431372549,0.9803921568627451,0.0007369200145193044,-0.0023449272056662914,0.0007369200145193044,0.00334453503233652,0.005366900880317851,0.0007369200145193044,0.16722675161682599,-0.16648983160230668,0.004387377385609501,0.9956126226143905,0.03684600072596522,1.4914709177051733,0.03684600072596522,0.167226751616826,0.446238186010689,1.0452327316944843,0.04218521625201947,-0.01783962733756256,-0.16322532510030066,0.23298201175720068
0,0,42,2.32,0.88,3.2,0.725,0.275,0.004847472068127523,-2.0130537027423873e-06,0.0007722248613751355,0.0020464798267852717,0.0017975924360422496,0.04478904195975786,0.045022556189275975,-0.00023351422951811696,0.498699977317347,0.501300022682653,0.24237360340637615,0.6586703589110177,0.038611243068756775,0.1023239913392636,0.3809324080012,0.6435328264144446,0.006691429786231343,-0.030535364460186745,-0.0001459463934488231,0.7637987374909815,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666,0.0012662783384114196,-7.523507135536757e-05,0.00033168337242236225,0.00033888235032852654,0.00036052948174921415,0.008292084310559056,0.016944117516426327,-0.008652033205867271,0.328578934635569,0.671421065364431,0.06331391692057098,0.06465870767951021,0.01658416862111811,0.016944117516426327,0.0633690294890521,0.027636614994874797,0.005467628296568729,-0.006608431498349533,-0.005768022137244848,0.06607960096059164,1.44,1.08,2.52,0.5714285714285714,0.42857142857142855,0.001163677051317924,3.364572597315419e-06,0.0002728754230787722,0.00034962792424969786,0.00034413993162022994,0.0098235152308358,0.009439953954741842,0.00038356127609395774,0.5099556645897699,0.4900443354102301,0.0581838525658962,0.08383291709588847,0.01364377115393861,0.017481396212484894,0.05908031409134762,0.08208803358141226,0.003865960473539515,-0.01463988139659443,0.00030441371118568073,0.06775413837110462
0,0,11,3.08,0.0,3.08,1.0,0.0,0.012362272226237425,0.0013747546895120327,0.001499732388558581,0.0,0.0019861007833994735,0.11547939391901074,0.0,0.11547939391901074,1.0,0.0,0.6181136113118713,0.0,0.07498661942792906,0.0,0.6070384224027559,0.0,-0.00397196873352379,0.0,0.07498661942792906,0.0033068899677954353,1.88,2.08,3.96,0.47474747474747475,0.5252525252525253,0.018915965190213213,9.923205074356608e-05,0.002099220296852214,0.0016359339038497212,0.0025494852821411843,0.09866335395205406,0.0850685630001855,0.013594790951868552,0.5369962692856529,0.4630037307143471,0.9457982595106607,0.4217545308990711,0.10496101484261072,0.08179669519248606,0.7564042682243699,0.3984948122586207,0.009295411828888291,-0.018877061340987253,0.006866056036297248,0.0384184380789888,0.0,2.04,2.04,0.0,1.0,0.0,-0.0017670316059016779,0.0,0.001870974641542953,0.002764943220983745,0.0,0.0954197067186906,-0.0954197067186906,0.0,1.0,0.0,0.8124039006276618,0.0,0.09354873207714764,0.2078510470735373,0.8025918821550015,0.08468302165117551,-0.005339248196632007,-0.09354873207714764,0.18976389868989338
1,0,11,1.92,0.08,2.0,0.96,0.04,0.014228356014545307,0.002210818227556832,0.003015214549427466,0.0005135567906621452,0.0037568978456266706,0.14473029837251838,0.0010271135813242904,0.1437031847911941,0.9929532668866984,0.007046733113301633,0.7114178007272653,0.04995867042059954,0.1507607274713733,0.02567783953310726,0.6765499864878344,-0.0027940172912299666,-0.0004737743797333024,-0.026376343855914752,0.1437031847911941,0.25169094960102145,0.56,1.24,1.8,0.3111111111111111,0.6888888888888889,0.0009612558292408924,-0.00014118376551761855,0.0004940127396502578,0.0005282416337027113,0.0005026124795265429,0.006916178355103608,0.016375490644784052,-0.009459312289680444,0.2969378602768641,0.7030621397231359,0.04806279146204462,0.09049600795359991,0.024700636982512885,0.026412081685135567,0.09533515765615119,0.06068031143845465,0.012831781014208201,-0.015690002526357362,-0.010510346988533826,0.29379482416140945,0.04,1.96,2.0,0.02,0.98,6.065783892644783e-05,-0.0022106498381121594,6.065783892644783e-05,0.002978847901108754,0.005450306865594306,6.065783892644783e-05,0.14596354715432897,-0.14590288931540252,0.0004153957827008851,0.9995846042172991,0.0030328919463223913,1.4764405395809754,0.0030328919463223913,0.14894239505543772,0.0829039112303781,0.42930882928930436,0.01388489802638295,-0.004684297943835745,-0.14590288931540252,0.1213874965666767
