class,gender,age,offset_duration_positive,offset_duration_negative,offset_duration_full,offset_duration_ratio_positive,offset_duration_ratio_negative,offset_maximum_amplitude,offset_mean_amplitude_full,offset_mean_amplitude_positive,offset_mean_amplitude_negative,offset_std_amplitude,offset_total_amplitude_positive,offset_total_amplitude_negative,offset_net_amplitude,offset_amplitude_ratio_positive,offset_amplitude_ratio_negative,offset_maximum_speed_positive,offset_maximum_speed_negative,offset_mean_speed_positive,offset_mean_speed_negative,offset_maximum_acceleration_positive,offset_maximum_acceleration_negative,offset_mean_acceleration_positive,offset_mean_acceleration_negative,offset_net_amplitude_duration_ratio,offset_left_right_amplitude_difference
1,0,36,0.68,0.84,1.52,0.4473684210526316,0.5526315789473685,0.01526736534495754,-0.0003873560382562775,0.006240370364686213,0.005807994941341571,0.007708285408187092,0.10608629619966561,0.12196789376817299,-0.015881597568507377,0.4651802109605022,0.5348197890394978,0.763368267247877,1.0035612440998987,0.3120185182343106,0.29039974706707855,1.7638700887669334,0.15455301642809255,0.32943741873543964,-0.3557064846687886,-0.02089683890593076,0.023511346650726756
0,1,9,1.28,1.24,2.52,0.5079365079365079,0.49206349206349204,0.029625536937087,-7.633992507427963e-05,0.007003755189988315,0.007389750361595299,0.009995989905405497,0.2241201660796261,0.22908226120945427,-0.004962095129828176,0.49452552013069534,0.5054744798693047,1.48127684685435,1.936025579976404,0.3501877594994157,0.36948751807976493,2.6266420339806085,0.8375311072955458,0.4757080731123326,-0.5141834001547092,-0.00393817073795887,0.0026273819142291852
1,0,13,4.28,4.2,8.48,0.5047169811320755,0.49528301886792453,0.03563808103464104,3.280279611031794e-05,0.007676614416801016,0.007755043198493044,0.010474430298628974,0.8213977425977085,0.8142795358417699,0.00711820675593855,0.5021759202899516,0.4978240797100484,1.7819040517320521,3.1792816768591923,0.38383072084005077,0.3877521599246523,1.993395421980071,2.6757557328354955,0.46704227297893575,-0.49386930254428996,0.0016788223480987145,0.004734816736262528
1,0,49,0.96,0.96,1.92,0.5,0.5,0.041366450803892896,0.00035573435182138053,0.013424452984026105,0.01269816201572412,0.017187491647714246,0.3221868716166265,0.3047558883773789,0.017430983239247633,0.5139015747142645,0.48609842528573555,2.068322540194645,2.252403781651877,0.6712226492013054,0.634908100786206,3.289146460158386,1.1144035753024777,0.7703399990203468,-0.7748193337829408,0.018157274207549617,0.006865338179910742
0,1,39,1.28,0.92,2.2,0.5818181818181818,0.41818181818181815,0.014908886580370928,0.000551327273055018,0.004168636229678031,0.004385567401715257,0.0054402421568205475,0.13339635934969699,0.10086805023945092,0.03252830911024607,0.5694264851568663,0.43057351484313366,0.7454443290185464,0.652740055929145,0.20843181148390155,0.21927837008576284,1.3274293869522766,0.3679463079478834,0.21535390998326537,-0.34839392024849813,0.029571190100223698,0.02066248760975317
1,1,19,1.12,1.4,2.52,0.4444444444444444,0.5555555555555556,0.02668167510434854,-0.0013839611619343784,0.011021948899671261,0.011348230958702729,0.013456561021942169,0.30861456919079533,0.39718808355459556,-0.08857351436380023,0.4372533426877385,0.5627466573122615,1.334083755217427,1.8337592392294773,0.5510974449835631,0.5674115479351365,2.555274646108996,0.5262154909157504,0.9136231503164681,-0.7758201462863814,-0.07029643997127002,0.006798109797978879
1,0,21,1.12,0.8,1.92,0.5833333333333334,0.4166666666666667,0.030022392533531783,-0.0006024568564461809,0.00937425613034912,0.014569855037959604,0.01688549787235676,0.26247917164977536,0.29139710075919206,-0.028917929109416707,0.4738949558322436,0.5261050441677564,1.5011196266765892,3.213938920541437,0.46871280651745595,0.72849275189798,3.232519749978178,0.3238431039694942,0.558936586194042,-0.7614320925924033,-0.03012284282230907,0.0005478664675092615
0,0,11,1.8,1.52,3.32,0.5421686746987951,0.4578313253012048,0.027643553409449767,0.0006106322476950701,0.008016647875167952,0.00812751087706518,0.010213230447011341,0.36074915438255784,0.30884541332847687,0.051903741054080965,0.5387575882160384,0.4612424117839617,1.3821776704724884,1.4908133957404073,0.4008323937583975,0.40637554385325897,1.8617203800323827,1.1310688635623907,0.4427614898868992,-0.5357148868016877,0.03126731388800058,0.01190729254900308
1,1,39,0.52,0.52,1.04,0.5,0.5,0.03435768672634559,-0.002773473738322968,0.008716401887642668,0.014476693498005754,0.015581073788346188,0.11331322453935468,0.1881970154740748,-0.07488379093472013,0.37581882636658587,0.6241811736334142,1.7178843363172795,2.201259199217759,0.4358200943821334,0.7238346749002879,1.9377818542274565,0.8776071512349737,0.5787857224614984,-0.5607523829075155,-0.14400729025907716,0.061277984392304995
0,0,9,0.6,0.6,1.2,0.5,0.5,0.012743168054682147,0.0005404821658435023,0.0071725777278731796,0.006091613396186175,0.00785119397159168,0.1075886659180977,0.09137420094279262,0.01621446497530507,0.5407474651705783,0.4592525348294217,0.6371584027341073,0.6629061337012867,0.3586288863936589,0.30458066980930876,1.2696004286495477,0.2616011338492666,0.5285036005819973,-0.5142634748120396,0.02702410829217512,0.06832918737069633
1,0,42,1.52,1.12,2.64,0.5757575757575758,0.42424242424242425,0.03232668989789084,0.00019705019143577575,0.009432008465576529,0.012336107466326676,0.014311678003022316,0.3584163216919081,0.34541100905714683,0.01300531263476129,0.5092389937606715,0.4907610062393284,1.616334494894542,2.467648468965939,0.47160042327882645,0.6168053733163337,2.397634400224516,0.6383257546554089,0.6276602515913626,-0.8796029643821252,0.009852509571788856,0.013665941739838735
0,0,43,0.76,0.76,1.52,0.5,0.5,0.02990658876734298,-0.0004009489094078425,0.010934854378271651,0.011736752197087336,0.015047261434308203,0.20776223318716136,0.22299829174465938,-0.015236058557498017,0.48231493175946255,0.5176850682405375,1.495329438367149,1.9755575692929455,0.5467427189135826,0.5868376098543668,3.117192644151914,0.49096917059316264,0.9159118303984224,-0.9711334011435182,-0.020047445470392125,0.02624379045297107
1,0,46,1.2,1.28,2.48,0.4838709677419355,0.5161290322580645,0.021159117477847073,0.0001698634029872264,0.008091935836510716,0.007257079503441045,0.010901079277289994,0.2427580750953215,0.23222654411011345,0.010531530985208037,0.5110861810671106,0.48891381893288943,1.0579558738923536,2.5105575058277,0.4045967918255358,0.3628539751720523,3.564330164507142,0.5438293419661893,0.5573273234701536,-0.5319873284328566,0.00849317014936132,0.0005231834538451341
1,1,13,2.36,2.16,4.52,0.5221238938053098,0.4778761061946903,0.015089745064007676,8.67645362385904e-05,0.005251260968896729,0.005555926010554562,0.006771022605693142,0.309824397164907,0.3000200045699463,0.009804392594960687,0.5080384378105871,0.49196156218941284,0.7544872532003838,0.8297201477755339,0.2625630484448364,0.2777963005277281,1.439055474706319,0.4233984726603274,0.3865415993446112,-0.4229943044941089,0.004338226811929508,0.006706066441790391
1,1,9,0.96,0.56,1.52,0.631578947368421,0.3684210526315789,0.013672523286630406,0.0014602876939540904,0.005457343744877227,0.005287502129488851,0.00627468905114977,0.13097624987705345,0.07402502981284392,0.05695122006420952,0.6389045476944312,0.3610954523055689,0.6836261643315202,0.5693655368212147,0.27286718724386133,0.26437510647444257,0.9401080753208572,0.3930460736269875,0.21512397545233064,-0.4062079997373616,0.0749358158739599,0.04158380037164546
0,0,46,1.0,0.52,1.52,0.6578947368421053,0.34210526315789475,0.011820018394066073,0.0011990069764086398,0.0048679277523909405,0.005764378594602812,0.00642876361612009,0.12169819380977351,0.07493692172983656,0.04676127207993695,0.6189036656845694,0.3810963343154306,0.5910009197033037,0.9679685157662863,0.24339638761954707,0.2882189297301406,1.4972964357964844,-0.15317887283396864,0.2363345115988282,-0.49794602889346723,0.06152798957886441,0.014827395587062283
0,0,29,4.16,4.32,8.48,0.49056603773584906,0.5094339622641509,0.015690072094025842,2.2401610467228127e-05,0.005187463934116217,0.004948873040772478,0.0060989985481458295,0.5394962491480867,0.5344782884034278,0.005017960744658878,0.502336163740017,0.4976638362599829,0.7845036047012921,0.8152028556718081,0.2593731967058109,0.24744365203862384,1.3271927140568005,0.28334043983414825,0.3674710240969451,-0.3925206211971858,0.0011834813077025656,0.004419527561915655
0,0,10,3.76,3.56,7.32,0.5136612021857924,0.48633879781420764,0.046729483465155666,0.00020378082366368514,0.005889117078729646,0.005787218311552248,0.00837324116489649,0.5535770054005867,0.5150624297281501,0.03851457567243666,0.5180203791879517,0.48197962081204837,2.336474173257783,1.3499868704986762,0.29445585393648227,0.2893609155776125,2.090671362953114,0.48297732478279903,0.3599031045039263,-0.41348558488843334,0.010523108107223131,0.005563147018895682
0,0,9,1.44,1.32,2.76,0.5217391304347826,0.4782608695652174,0.01049760346261612,7.379132255775565e-05,0.003945780014929519,0.0041501963418478045,0.0051380777967312725,0.14204808053746268,0.1369564792809775,0.005091601256485168,0.5091245843075083,0.49087541569249177,0.524880173130806,0.8377156409959563,0.19728900074647593,0.20750981709239022,1.210242482602908,0.3643824709413532,0.3061685890566166,-0.3334352619889607,0.003689566127887803,0.02820808609397311
0,0,10,1.84,1.84,3.68,0.5,0.5,0.029577719055308732,0.00031726396337370544,0.00709633443007476,0.006454909460645309,0.00917882308568576,0.32643138378343906,0.29692583518968424,0.029505548593754816,0.5236666454608163,0.4763333545391836,1.4788859527654366,1.1867994194891727,0.3548167215037379,0.32274547303226553,2.665685372254609,0.2623031240950715,0.5168517292178931,-0.5232269677013816,0.01603562423573631,0.002743820401032044
0,1,55,2.04,1.96,4.0,0.51,0.49,0.01908192832478374,0.0004331486285382521,0.006330009998128412,0.005669041888501443,0.006992870078120311,0.32283050990454887,0.27778305253657065,0.045047457367978216,0.5375011989280498,0.4624988010719502,0.954096416239187,0.6146502330934084,0.3165004999064205,0.28345209442507213,1.55896900037775,0.45857066644546807,0.39608175462923695,-0.441362468273685,0.022523728683989108,0.012691701821993417
1,1,21,1.2,1.08,2.28,0.5263157894736842,0.47368421052631576,0.04990827608462595,0.0001526250042284081,0.010194198563888415,0.011004678950949379,0.017524806130436773,0.30582595691665243,0.29712633167563324,0.008699625241019193,0.5072141904140792,0.4927858095859208,2.495413804231297,4.418320718302668,0.5097099281944208,0.550233947547469,2.5276135111718805,3.7077775527401684,0.534966154248286,-0.6024178941570036,0.007631250211420345,0.018515528739252936
1,0,54,1.92,1.76,3.68,0.5217391304347826,0.4782608695652174,0.018910567131284778,0.00036766417676931286,0.005656945035494369,0.005402460396385294,0.007032349369838332,0.27153336170372966,0.23770825744095292,0.03382510426277674,0.5332112527640505,0.46678874723594954,0.945528356564239,1.1010756495161638,0.2828472517747184,0.2701230198192647,1.5081048036480575,0.4196918575644345,0.4140845131211574,-0.4407230867683962,0.018383208838465618,0.005336047071632541
0,0,42,2.24,1.96,4.2,0.5333333333333333,0.4666666666666667,0.017073974582233184,-3.185257378363242e-05,0.0057703530571468955,0.006668795196154291,0.007067496936514089,0.323139771200226,0.32677096461156024,-0.0036311934113342215,0.4972063906539422,0.5027936093460578,0.8536987291116592,0.7587505294349428,0.28851765285734476,0.33343975980771456,1.1797699642498376,0.678912992347247,0.38415133185509587,-0.5005657420905567,-0.0017291397196829625,0.009368981111480332
0,1,70,0.56,0.72,1.28,0.4375,0.5625,0.01393107872162741,-0.000509173622248978,0.004297502964145649,0.004247699856111465,0.005830884698353467,0.060165041498039085,0.07645859741000638,-0.016293555911967295,0.44037065605120623,0.5596293439487938,0.6965539360813705,0.574934635010918,0.21487514820728243,0.21238499280557327,1.2714885710922885,0.3949622232244293,0.27240074105037565,-0.20290923537104963,-0.025458681112448898,0.00011770119984266803
1,0,28,1.32,1.28,2.6,0.5076923076923077,0.49230769230769234,0.022791648304325215,0.00030489429803808206,0.009596551953094142,0.00927712765873848,0.011756488180305053,0.3166862144521067,0.29686808507963136,0.019818129372475346,0.5161502652557406,0.48384973474425946,1.1395824152162608,1.5622188979826361,0.47982759765470717,0.463856382936924,2.65247197460957,0.8805719565490895,0.6697304950725156,-0.6883852768261545,0.015244714901904112,0.0007673172480136915
0,0,53,1.8,2.0,3.8,0.47368421052631576,0.5263157894736842,0.02757985074208784,0.0002455195242218582,0.009122953717256365,0.007739260859024762,0.010278657807070934,0.4105329172765367,0.38696304295123807,0.023569874325298612,0.514777425529884,0.485222574470116,1.3789925371043918,1.2784201115574274,0.45614768586281834,0.386963042951238,2.0695715935567516,0.4575272642949373,0.6025549700132314,-0.5500832975192071,0.012405197013315057,0.008041389710528528
1,0,16,0.92,1.28,2.2,0.41818181818181815,0.5818181818181818,0.014242120293130878,-0.00028416929759190476,0.004164595806600106,0.0034905995067796595,0.004810520807617252,0.09578570355180244,0.1116991842169491,-0.015913480665146668,0.46165147053292205,0.538348529467078,0.7121060146565439,0.47182160971082215,0.2082297903300053,0.17452997533898298,0.9186441592323471,0.2160396546882576,0.28826467980024867,-0.2279839146572931,-0.014466800604678788,0.018709630013811884
0,0,72,0.92,1.12,2.04,0.45098039215686275,0.5490196078431373,0.035800086130580944,0.00017988356651185713,0.011840893803260618,0.009385954587495209,0.013117674167061423,0.2723405574749942,0.26280672844986586,0.009533829025128338,0.5089076682960764,0.4910923317039237,1.7900043065290472,1.6358758873614043,0.592044690163031,0.4692977293747604,2.678499383705126,1.044487107571688,0.7293672805460386,-0.6439986357028947,0.009346891201106213,0.030059030893444888
1,1,9,1.0,0.68,1.68,0.5952380952380952,0.40476190476190477,0.016507816734697617,0.0007575534752842139,0.005149419560413629,0.0057010731204943385,0.006741008356147393,0.12873548901034074,0.09691824304840375,0.03181724596193698,0.5705001545324629,0.42949984546753694,0.8253908367348808,0.7609334787535976,0.25747097802068153,0.28505365602471694,1.10305936558744,0.44733280822430715,0.3117999969099044,-0.46136658519809653,0.037877673764210695,0.01196687775636471
1,0,44,0.96,1.08,2.04,0.47058823529411764,0.5294117647058824,0.03091292773675293,8.996305679158637e-05,0.012149795000263334,0.010629887559627748,0.01506161017003269,0.29159508000631995,0.2870069641099492,0.004588115896370759,0.5039648286270562,0.49603517137294384,1.5456463868376464,1.9763302316209073,0.6074897500131667,0.5314943779813873,3.1090048202742677,0.44644159935130767,0.9289635589869303,-0.7996663886086796,0.004498152839579175,0.020423423113574427
1,0,30,0.96,0.84,1.8,0.5333333333333333,0.4666666666666667,0.06013254207676744,-0.0002097145927799224,0.009835086469983474,0.011689487235938087,0.018545560882005683,0.23604207527960339,0.24547923195469984,-0.009437156675096453,0.4902006863109545,0.5097993136890456,3.0066271038383716,3.286883237492134,0.4917543234991737,0.5844743617969045,3.7385525558756503,1.6283475718718505,0.3863092762524009,-0.43443086635702083,-0.010485729638996058,0.0011329651785739574
0,0,42,1.44,1.24,2.68,0.5373134328358209,0.4626865671641791,0.019224058968972668,0.00029581200626544,0.005706265949069249,0.00595866882993265,0.0069651340919253645,0.20542557416649296,0.18471873372791214,0.020706840438580815,0.5265374119519196,0.47346258804808034,0.9612029484486334,0.7634078445029092,0.28531329745346246,0.2979334414966324,1.2554257071841852,0.6106610845174185,0.32478673828109433,-0.42407023564409385,0.015452865998940907,0.0170545356574351
1,0,46,1.28,1.48,2.76,0.463768115942029,0.5362318840579711,0.03256769897349386,-0.0006499531568440574,0.007371102226870535,0.0076222147404266275,0.0106211194361776,0.23587527125985713,0.28202194539578523,-0.0461466741359281,0.45544803809342377,0.5445519619065763,1.628384948674693,2.3120056986215305,0.36855511134352675,0.38111073702133136,2.3257943109963017,0.3652580698297811,0.5695860623189521,-0.5419275165386545,-0.03343961893907834,0.016748515638101282
1,0,39,1.6,1.84,3.44,0.46511627906976744,0.5348837209302325,0.035372205062675355,-0.0006362785981242206,0.011399780530814382,0.011130081257989278,0.014530785288812815,0.4559912212325754,0.5119837378675067,-0.05599251663493132,0.47107749735231425,0.5289225026476858,1.7686102531337677,2.884749098547934,0.5699890265407191,0.5565040628994639,2.23282273861779,2.382465008317499,0.7345814986681004,-0.6550212671150526,-0.03255378874123914,0.01616751276311177
1,1,9,0.68,0.64,1.32,0.5151515151515151,0.48484848484848486,0.01454807704358696,0.00010550822266414044,0.004615373818564444,0.0046862239729799325,0.005865949004585751,0.07846135491559555,0.07497958356767892,0.0034817713479166346,0.5113456401607455,0.4886543598392545,0.727403852179348,0.6456957338937266,0.23076869092822225,0.23431119864899663,0.9066584675988296,0.2701741911658992,0.3448997170599871,-0.3857462845502791,0.0052754111332070225,0.03425649292054724
