class,gender,age,onset_duration_positive,onset_duration_negative,onset_duration_full,onset_duration_ratio_positive,onset_duration_ratio_negative,onset_maximum_amplitude,onset_mean_amplitude_full,onset_mean_amplitude_positive,onset_mean_amplitude_negative,onset_std_amplitude,onset_total_amplitude_positive,onset_total_amplitude_negative,onset_net_amplitude,onset_amplitude_ratio_positive,onset_amplitude_ratio_negative,onset_maximum_speed_positive,onset_maximum_speed_negative,onset_mean_speed_positive,onset_mean_speed_negative,onset_maximum_acceleration_positive,onset_maximum_acceleration_negative,onset_mean_acceleration_positive,onset_mean_acceleration_negative,onset_net_amplitude_duration_ratio,onset_left_right_amplitude_difference
1,1,14,0.88,0.88,1.76,0.5,0.5,0.020038749793828137,0.00034493937984141835,0.006911344847678808,0.006221466087995972,0.0084877371753352,0.15204958664893378,0.13687225393591138,0.015177332713022407,0.52626546453238,0.47373453546762,1.0019374896914068,0.9530519685585659,0.3455672423839404,0.3110733043997986,1.813737189940684,0.20891999754173857,0.5585239077380527,-0.5644669891152804,0.017246968992070916,0.02137968821638828
0,1,10,0.92,1.04,1.96,0.46938775510204084,0.5306122448979592,0.020999019403920127,-0.0003283966522804549,0.0057178018167082945,0.005689587476858212,0.007695778208483962,0.13150944178429078,0.14792927439831352,-0.016419832614022745,0.47061997557401297,0.5293800244259871,1.0499509701960064,0.863118434494442,0.2858900908354147,0.2844793738429106,1.8965553146616452,0.48199249969639174,0.44058522302546554,-0.42187255381896605,-0.016754931238798718,0.005199494883517833
0,0,16,0.76,1.16,1.92,0.3958333333333333,0.6041666666666666,0.018908434437192506,-0.0007639492711308321,0.006444061963926359,0.005539125547280775,0.007083159435349234,0.12243717731460083,0.1606346408711425,-0.03819746355654166,0.43253043732619534,0.5674695626738046,0.9454217218596253,0.621923885750552,0.322203098196318,0.27695627736403866,1.3199129317950788,0.48984938493651997,0.4629155468117164,-0.3644331806649138,-0.03978902453806423,0.04261168785806794
0,0,41,0.8,0.8,1.6,0.5,0.5,0.012077597830203263,-0.00052900810163521,0.0041364749983357815,0.005273842416851483,0.005756304757980917,0.08272949996671564,0.10547684833702967,-0.02274734837031403,0.43956806299221585,0.5604319370077842,0.6038798915101631,0.700069507542521,0.2068237499167891,0.2636921208425741,1.243712440714702,0.45378046630281804,0.34257382785191115,-0.3963080121709787,-0.028434185462892538,0.0467105438265615
1,0,30,1.56,1.84,3.4,0.4588235294117647,0.5411764705882353,0.04930232386273395,-0.0003348514702640726,0.010749129653221055,0.009746698573665119,0.014634385508764019,0.41921605647562116,0.44834813438859544,-0.029132077912974286,0.48321041934432846,0.5167895806556715,2.4651161931366974,2.4718922455235077,0.5374564826610528,0.4873349286832559,3.3853854411874353,2.4595089076979577,0.5838249768526815,-0.51007821992793,-0.017136516419396636,0.00430826934155691
1,0,46,0.96,0.96,1.92,0.5,0.5,0.026167093501041145,-9.0368931670296e-05,0.01119041253373305,0.01137491576922657,0.014768955651656797,0.2685699008095932,0.2729979784614376,-0.0044280776518443865,0.49591179811309644,0.5040882018869036,1.3083546750520572,2.031461351247225,0.5595206266866525,0.5687457884613286,1.7782162333972886,0.6566015468537797,0.47578241709733643,-0.5576757962470228,-0.004612580887337903,0.018824956401760906
0,1,35,1.64,1.72,3.36,0.4880952380952381,0.5119047619047619,0.021978107898620286,-0.0005300521204260505,0.006420721867383446,0.007243821849337021,0.008875728200274963,0.2632495965627213,0.3114843395214919,-0.048234742958770616,0.45803732829193594,0.541962671708064,1.0989053949310144,1.3743301385705577,0.32103609336917227,0.36219109246685094,2.0987170979434935,1.1203294150645429,0.34024808634054454,-0.3479507418218098,-0.028711156523077746,0.0003304330633326913
0,0,34,0.8,0.8,1.6,0.5,0.5,0.07383948411855398,0.0011327315764213858,0.015763109354768007,0.013441009623104166,0.023952563166030293,0.31526218709536014,0.26882019246208344,0.046441994633276695,0.5397563736372818,0.46024362636271826,3.691974205927699,4.414259995369273,0.7881554677384004,0.6720504811552084,5.146937211801286,1.3821710626033816,0.51197581939289,-0.5093344460670807,0.058052493291595876,0.023179646983157665
1,0,9,0.52,0.52,1.04,0.5,0.5,0.008286058092282528,-0.00021836435799732886,0.003570328423638134,0.0040406516562477655,0.004530277985097747,0.04641426950729574,0.05252847153122095,-0.006114202023925208,0.46910232140453306,0.5308976785954669,0.4143029046141264,0.4791138716107604,0.1785164211819067,0.20203258281238826,0.8934167762248868,0.36330827622784445,0.22612348138462574,-0.26337422810046307,-0.011758080815240785,7.814898020742388e-06
1,0,39,0.52,0.64,1.16,0.4482758620689655,0.5517241379310345,0.012848373674809635,-0.0007063309242382431,0.005982649051720349,0.0061411271547045995,0.007173722915626555,0.07777443767236454,0.09825803447527359,-0.02048359680290905,0.44181869812710045,0.5581813018728996,0.6424186837404817,0.683611856069747,0.2991324525860174,0.30705635773523,0.935509799016683,0.422055351965471,0.46358472821810226,-0.4191780514181538,-0.03531654621191215,0.006710066237108665
1,1,19,1.0,0.84,1.84,0.5434782608695652,0.45652173913043476,0.01066631743318186,-6.396302201460784e-05,0.004218757114387592,0.005165485233065542,0.0057923679044720715,0.10546892785968981,0.10847518989437638,-0.0030062620346865687,0.49297418861933295,0.507025811380667,0.533315871659093,0.8123540596073509,0.21093785571937962,0.2582742616532771,1.2572707716017428,0.35203635365054636,0.26372630094574695,-0.3198552578597076,-0.003267676124659314,0.0
0,1,9,0.92,0.8,1.72,0.5348837209302325,0.46511627906976744,0.012930057510077697,0.0004256168755347843,0.004431754173537857,0.004181441017168749,0.005520028833754253,0.10193034599137071,0.08362882034337499,0.018301525647995726,0.5493145286473752,0.4506854713526249,0.6465028755038849,0.601387279760661,0.22158770867689281,0.20907205085843747,0.9765290837588578,0.21876682494727517,0.30033553112587835,-0.34010050742595954,0.021280843776739215,0.0010809223686779844
0,0,46,1.16,1.44,2.6,0.4461538461538462,0.5538461538461539,0.02381215190602648,-0.000455081162614254,0.007286771142101116,0.006691573296968302,0.0091302075220441,0.21131636312093235,0.24089663869085887,-0.029580275569926512,0.46729386876160883,0.5327061312383911,1.190607595301324,1.2003706782787338,0.3643385571050558,0.33457866484841503,1.5184269479603691,0.8800419298743617,0.5401156661424159,-0.4428304545026469,-0.0227540581307127,0.015563625315610133
1,1,18,0.76,0.96,1.72,0.4418604651162791,0.5581395348837209,0.012250318108572855,-0.00035979208874806147,0.0053922585417459905,0.0049134988378891865,0.006472437457171042,0.10245291229317383,0.11792397210934047,-0.015471059816166643,0.4648986329530164,0.5351013670469835,0.6125159054286428,0.7934465509530544,0.2696129270872995,0.24567494189445935,1.2400386905489988,0.19828657185417403,0.46455179627805315,-0.3788855884040275,-0.017989604437403075,0.005087655282880187
0,0,27,1.08,1.36,2.44,0.4426229508196721,0.5573770491803278,0.018112152080675563,-0.0013750735259112213,0.007165323381198193,0.008157153422733402,0.009230942986242623,0.19346373129235123,0.2773432163729358,-0.08387948508058457,0.410919448516489,0.589080551483511,0.9056076040337782,0.929912427359407,0.3582661690599096,0.4078576711366702,1.3243239073348518,0.6996084655658396,0.4170099361708474,-0.3541999666198626,-0.06875367629556113,0.012223419464441412
0,0,24,1.6,1.64,3.24,0.49382716049382713,0.5061728395061729,0.08100787928486314,-0.0017048451605340747,0.026740594368738692,0.029456493481775793,0.03709181890340885,1.069623774749547,1.2077162327528075,-0.13809245800326053,0.4696811943872378,0.5303188056127622,4.050393964243157,4.903483943488554,1.3370297184369344,1.4728246740887896,8.090183847251293,1.952546220880226,2.215248375078469,-2.202073450704679,-0.08524225802670403,0.01062958812115011
0,0,31,1.36,1.64,3.0,0.4533333333333333,0.5466666666666666,0.027142057322698657,-0.0004786004536906023,0.0058831552131103195,0.005789222259356533,0.007715838870318697,0.20002727724575087,0.23735811263361778,-0.03733083538786691,0.4573250087318157,0.5426749912681843,1.357102866134933,1.022418834156156,0.2941577606555159,0.2894611129678266,1.7240749397725819,0.4000524993984227,0.42267372572730105,-0.36984859695599476,-0.024887223591911277,0.007618415166377766
0,1,13,0.64,0.8,1.44,0.4444444444444444,0.5555555555555556,0.011990079437972478,-0.0011497584422416334,0.0053176795535682594,0.00643868468311371,0.007075337439743504,0.08508287285709215,0.1287736936622742,-0.04369082080518205,0.39785017706897136,0.6021498229310287,0.5995039718986239,0.9003052595191019,0.265883977678413,0.32193423415568556,0.8579139070123101,0.8258338118845202,0.44719683976970254,-0.4154687674875345,-0.06068169556275285,0.03237569612767885
0,1,24,0.8,1.04,1.84,0.43478260869565216,0.5652173913043478,0.014544004609870792,-0.0010193482931069302,0.005291734493978635,0.005952438767257899,0.007037056743958027,0.1058346898795727,0.15476340794870536,-0.048928718069132654,0.40612226551750513,0.593877734482495,0.7272002304935397,1.0939896593464713,0.2645867246989317,0.2976219383628949,1.821189889840011,0.34378314801413457,0.4468019595618375,-0.36618679768118173,-0.053183389205578975,0.020933417026785358
0,1,47,2.16,2.64,4.8,0.45,0.55,0.02171001719185099,-0.0007504796346745646,0.006805766114866475,0.006966975231329713,0.008676073654875507,0.3675113702027897,0.45982036526776104,-0.09230899506497137,0.4442128283568924,0.5557871716431075,1.0855008595925495,1.274494310555216,0.3402883057433237,0.34834876156648564,1.896609977749611,0.5877178974086219,0.5469574652758684,-0.48139530976643535,-0.0384620812770714,0.009939119587833096
1,1,58,0.6,0.64,1.24,0.4838709677419355,0.5161290322580645,0.019841465452016177,-0.0015030037168046713,0.00794573712157583,0.010361198252786391,0.014602826217518454,0.11918605682363746,0.16577917204458226,-0.046593115220944795,0.4182477184918384,0.5817522815081616,0.9920732726008088,2.9687627805187087,0.3972868560787915,0.5180599126393196,1.0131547679345592,1.6255881411688653,0.27256027210359224,-0.2311683376066977,-0.07515018584023354,0.03672713202652091
0,1,9,1.88,2.12,4.0,0.47,0.53,0.0210796981208439,6.585880554349305e-05,0.006606066432916429,0.005733947958353259,0.007782259201678675,0.31048512234707215,0.30389924179272276,0.006585880554349388,0.5053597397156829,0.494640260284317,1.0539849060421949,1.0539849060421949,0.33030332164582127,0.286697397917663,2.1079698120843897,0.5196587483492208,0.47947655970769526,-0.42899807902982895,0.003292940277174694,0.0010646677611275202
1,1,10,0.36,0.56,0.92,0.391304347826087,0.6086956521739131,0.015050021010181353,-0.0008194594086834657,0.006325796794839007,0.005412838396662198,0.007391733552709597,0.056932171153551064,0.07577973755327078,-0.018847566399719712,0.42899067392152246,0.5710093260784775,0.7525010505090677,0.7237825011786478,0.31628983974195035,0.2706419198331099,0.9733586632372837,0.5287085033235315,0.4002541859366071,-0.26327319068180755,-0.04097297043417329,0.0371050030666195
0,1,8,1.0,0.96,1.96,0.5102040816326531,0.4897959183673469,0.014895671162075366,-0.0011619098361360454,0.004474177830521528,0.007274899038099361,0.006455342164028319,0.1118544457630382,0.17459757691438468,-0.06274313115134648,0.39048230386908056,0.6095176961309194,0.7447835581037683,0.6891685083717063,0.22370889152607643,0.3637449519049681,1.095547135736076,0.3001072888441585,0.3732650179274202,-0.4721831084231276,-0.06402360321565968,0.01586497419988519
1,0,10,0.92,0.96,1.88,0.48936170212765956,0.5106382978723404,0.018052245127279876,-0.0006062961769641796,0.005707981306107955,0.00670800344632199,0.0080396593651861,0.13128357004048297,0.16099208271172777,-0.029708512671244802,0.4491772366403173,0.5508227633596827,0.9026122563639938,1.375310173361763,0.2853990653053977,0.33540017231609953,1.4881233445492774,0.5376770794442834,0.37995980945677493,-0.37800761807126704,-0.03160480071409022,0.021424600144297083
0,0,39,3.4,3.32,6.72,0.5059523809523809,0.49404761904761907,0.012494747489835784,-4.827951953571519e-05,0.00480160321284205,0.005016190257983685,0.005941697068865881,0.4081362730915743,0.416343791412646,-0.008207518321071694,0.4950226095969906,0.5049773904030094,0.6247373744917892,0.7982921922276829,0.24008016064210247,0.2508095128991843,1.2717084019844103,0.45449159283735135,0.3716042061024901,-0.38143845140809135,-0.0024427137860332424,0.005318650142186
1,1,70,1.0,0.92,1.92,0.5208333333333334,0.4791666666666667,0.022707459328414892,-0.0004322526780231363,0.007543002273786125,0.009119801655121164,0.010113037654495689,0.18857505684465312,0.2097554380677868,-0.021180381223133676,0.47341355797051204,0.526586442029488,1.1353729664207446,1.1678435041768465,0.37715011368930623,0.4559900827560583,1.5265835106963068,0.35069448100255723,0.6267243822712161,-0.7682436751215185,-0.022062897107430913,0.002011959581383116
1,0,11,1.6,1.36,2.96,0.5405405405405406,0.4594594594594595,0.017145311045531214,0.0005652157402338586,0.004969477257224097,0.004583020412682077,0.006156720591851241,0.19877909028896387,0.15582269403119062,0.042956396257773255,0.5605699099063046,0.4394300900936954,0.8572655522765606,0.6701385632586556,0.24847386286120487,0.22915102063410386,1.389965245600623,0.17458376474248083,0.2987951128026646,-0.348186273562514,0.02902459206606301,0.010826737311225043
0,1,17,1.2,1.2,2.4,0.5,0.5,0.01688816364920212,-8.445966028272633e-05,0.005804819442224998,0.005973738762790451,0.00743229484802627,0.17414458326674995,0.17921216288371353,-0.00506757961696358,0.4928293719135537,0.5071706280864463,0.844408182460106,0.8009160874713885,0.2902409721112499,0.2986869381395225,1.4736143869154588,0.6395902994367473,0.3823257019325562,-0.39165158329852506,-0.004222983014136317,0.013142457465624969
1,0,32,0.48,0.44,0.92,0.5217391304347826,0.4782608695652174,0.013467626053683734,0.0005538394598404614,0.005812983527522686,0.005183408613994692,0.006871244407471727,0.06975580233027223,0.05701749475394162,0.012738307576330613,0.55024049965297,0.44975950034703,0.6733813026841867,0.5732225439154172,0.29064917637613424,0.2591704306997346,0.9751359416689469,-0.034167075336983405,0.3823933752006624,-0.37465974575838373,0.02769197299202307,0.0
0,0,28,2.68,2.92,5.6,0.4785714285714286,0.5214285714285715,0.02161245707940157,-1.6307270279232817e-05,0.005271567195049595,0.004870902240124532,0.006378686369438722,0.3531950020683229,0.3555758635290909,-0.002380861460767991,0.49832042936841003,0.50167957063159,1.0806228539700786,0.7569786146677964,0.26357835975247973,0.24354511200622664,1.095939130983428,0.43746647937540006,0.334979359954266,-0.34305412570148985,-0.0008503076645599969,0.0
0,0,9,3.2,3.16,6.36,0.5031446540880503,0.4968553459119497,0.02166975461093454,-0.0002837768902202322,0.006116735864386714,0.006765308793619671,0.008214813046331204,0.4893388691509373,0.5344593946959542,-0.04512052554501689,0.47796415214874566,0.5220358478512543,1.083487730546727,1.343359841763113,0.3058367932193357,0.3382654396809836,1.6435075896210323,1.0246191372039843,0.42883621439108177,-0.4282517412351365,-0.0141888445110116,0.0061044882646138195
0,0,30,2.6,2.72,5.32,0.48872180451127817,0.5112781954887218,0.02605283561860508,-0.0007818760223958991,0.007151533904715589,0.008411275277569873,0.009668985255620034,0.46484970380651336,0.5719667188747514,-0.10711701506823801,0.44834330710579057,0.5516566928942096,1.302641780930254,1.2822557728608353,0.35757669523577945,0.42056376387849365,2.2935274894291746,0.7303494164562137,0.5454491821047756,-0.5480420456308027,-0.04026955453693158,0.006022141337606017
1,0,9,0.76,0.76,1.52,0.5,0.5,0.01720649152361342,0.00028886751545193385,0.006715312618229841,0.00606155982010178,0.0074075714874686826,0.12759093974636698,0.11516963658193383,0.012421303164433156,0.5255834438859526,0.4744165561140475,0.860324576180671,0.6256380391587268,0.3357656309114921,0.303077991005089,1.4083383506988651,0.13528716289015474,0.43796709779544996,-0.5357996126620502,0.01634381995320152,0.028124640881424273
1,0,8,0.76,0.72,1.48,0.5135135135135135,0.4864864864864865,0.011596761692712482,-0.0007043979666438243,0.004185344362867867,0.0058657926477950545,0.006059505663002397,0.07952154289448948,0.10558426766031098,-0.0260627247658215,0.4296004682735077,0.5703995317264923,0.5798380846356241,0.552088398452981,0.20926721814339339,0.29328963238975275,0.9032704641541017,0.3151433952265345,0.37021873641894804,-0.40019013129294384,-0.03521989833219121,0.022666914145205806
0,1,43,0.52,0.44,0.96,0.5416666666666666,0.4583333333333333,0.00966245785206371,-0.0008597315344304746,0.0037852105519176338,0.006349208545569148,0.005966118414780569,0.04920773717492924,0.06984129400126063,-0.02063355682633139,0.4133400892788695,0.5866599107211304,0.4831228926031855,0.5298561377889075,0.1892605275958817,0.31746042727845736,0.7627473552623416,0.3826025884033343,0.2818894981626638,-0.3196885009197882,-0.04298657672152373,0.0002469054655873659
1,1,9,0.56,0.6,1.16,0.4827586206896552,0.5172413793103449,0.014447892239707438,-0.0014262728227300357,0.004923340991290935,0.007447663903998277,0.0076947216768543025,0.06892677387807308,0.11171495855997415,-0.04278818468190107,0.38156616938841725,0.6184338306115827,0.7223946119853719,0.8864912584009108,0.2461670495645467,0.37238319519991386,1.6088858703862827,0.19242982152351817,0.5026762802714279,-0.44663968599271264,-0.07377273221017426,0.04061956614667787
1,0,9,0.4,0.4,0.8,0.5,0.5,0.027271869869337106,-0.0006987825336877002,0.006626251632368127,0.008023816699743527,0.010230739600894545,0.06626251632368127,0.08023816699743527,-0.013975650673754003,0.452301756015975,0.547698243984025,1.3635934934668552,0.7448721897589217,0.33131258161840627,0.40119083498717634,1.8065565699217827,0.006050480669145264,0.5310694234507012,-0.5630774103383408,-0.03493912668438501,0.0065205443564272155
1,0,19,0.76,0.84,1.6,0.475,0.525,0.015214321040280948,-0.0006565185307028155,0.005823861563462541,0.006582245142633646,0.007994991599563335,0.11065336970578828,0.13822714799530655,-0.027573778289518278,0.4446043857827507,0.5553956142172494,0.7607160520140475,1.2639279822798548,0.291193078173127,0.32911225713168224,1.5824127120009317,0.51355688221177,0.45090823424853455,-0.47479620656625093,-0.034467222861897844,0.017469669848681903
0,1,11,0.72,0.6,1.32,0.5454545454545454,0.45454545454545453,0.013369030441837598,0.000829725104255601,0.005843443367353263,0.0051314218045112195,0.006576817836814898,0.10518198061235873,0.0769713270676683,0.028210653544690434,0.5774365667689264,0.42256343323107354,0.6684515220918799,0.5307931173745694,0.29217216836766313,0.256571090225561,1.060699804830595,0.23436459857040032,0.3155120478973492,-0.3952786951614438,0.042743414461652175,0.005464845075725728
1,0,46,0.56,0.36,0.92,0.6086956521739131,0.391304347826087,0.019283704551465886,0.004072114468372159,0.010906842048854276,0.006559683990155579,0.010305931874375129,0.15269578868395986,0.05903715591140021,0.09365863277255965,0.7211716106616034,0.2788283893383966,0.9641852275732943,0.8905567493028053,0.5453421024427139,0.3279841995077789,1.4814209241290275,0.04543936230350237,0.47659887564212405,-0.7498174291895072,0.20360572341860794,0.006374976621884489
0,1,10,1.16,1.52,2.68,0.43283582089552236,0.5671641791044776,0.01658634905789111,-9.340125982067685e-05,0.006748497454179769,0.0053197661341800005,0.007135463738325538,0.1957064261712133,0.20215111309884,-0.006444686927626703,0.4919007605844912,0.5080992394155088,0.8293174528945555,0.7343891313098552,0.3374248727089885,0.26598830670900003,1.1568837569700896,0.5771514758890955,0.46921714566125045,-0.3876593409070577,-0.004809467856437838,0.012660018888330017
1,1,12,0.6,0.72,1.32,0.45454545454545453,0.5454545454545454,0.014123581958459558,-0.0005378466672173803,0.00562813297263907,0.005735923774566353,0.0068538217145371555,0.08442199458958605,0.10324662794219436,-0.01882463335260831,0.4498460821562739,0.550153917843726,0.7061790979229778,0.7739068707134727,0.2814066486319534,0.28679618872831764,1.3940446744979615,0.21224657185478502,0.3890803281603776,-0.36780726005487885,-0.028522171746376227,0.06060606060606061
1,1,12,0.72,1.08,1.8,0.4,0.6,0.03182702451263586,-0.00045605007327002384,0.006637886420686814,0.0051853410692412494,0.008204854298064288,0.11948195557236266,0.14000420886951373,-0.020522253297151072,0.46045597779501657,0.5395440222049834,1.591351225631793,1.058345056353735,0.3318943210343407,0.25926705346206247,1.304965671852701,0.43055211866726006,0.44447918598968267,-0.3476669055131466,-0.02280250366350119,7.088374193327714e-05
0,1,13,1.2,1.4,2.6,0.46153846153846156,0.5384615384615384,0.019358664663973957,-0.00040164702212949766,0.0049980180012552475,0.00504140695709155,0.00653057730398484,0.14994054003765742,0.17644924349820426,-0.026508703460546845,0.45939103366935774,0.5406089663306423,0.9679332331986978,0.8849434074414506,0.24990090006276233,0.25207034785457755,1.3914346714397854,0.26390880169759323,0.3778399367689863,-0.3458474189611146,-0.020391310354266806,0.016426011336568534
1,1,70,0.4,0.52,0.92,0.43478260869565216,0.5652173913043478,0.01434626534637945,-0.0010216483631127699,0.005531705451103946,0.00606268975866409,0.007201215691067339,0.055317054511039465,0.07881496686263317,-0.02349791235159371,0.4124075216680293,0.5875924783319707,0.7173132673189725,0.6090493942745856,0.27658527255519727,0.3031344879332046,1.0183790348067294,0.36907499249385634,0.4147395164770584,-0.3146816007860908,-0.0510824181556385,0.04373590135539551
1,1,10,0.6,0.8,1.4,0.42857142857142855,0.5714285714285714,0.012934127408799345,-0.00040677576840779237,0.006250038336687867,0.005460402712490706,0.0065233637168874165,0.093750575050318,0.10920805424981411,-0.01545747919949611,0.46191963048627555,0.5380803695137245,0.6467063704399673,0.6377989241401358,0.3125019168343934,0.27302013562453525,1.0003441364550711,0.257192102135792,0.40910287802420353,-0.37786731326614037,-0.022082113142137302,0.026026280259576342
1,0,12,0.84,0.92,1.76,0.4772727272727273,0.5227272727272727,0.01736802602523667,-0.00033692404406092234,0.00523153292771098,0.0054211673661135286,0.006518778151063626,0.10986219148193058,0.12468684942061116,-0.014824657938680583,0.46839753025287273,0.5316024697471272,0.8684013012618335,0.571575928965562,0.261576646385549,0.2710583683056765,1.034744971666584,0.34355157109812806,0.4066718596074074,-0.3560569919347554,-0.016846202203046116,0.022852489023102895
1,0,10,0.24,0.48,0.72,0.3333333333333333,0.6666666666666666,0.027676626014071115,-0.000605013740058001,0.01274251629334427,0.007329196568430636,0.011636329814033761,0.07645509776006562,0.08795035882116764,-0.011495261061102019,0.46503990408790913,0.5349600959120909,1.3838313007035556,1.02033287550152,0.6371258146672135,0.36645982842153185,2.4041641762050756,0.15229877463300429,0.9573916207767912,-0.6461678337244874,-0.03193128072528338,0.06372337259954491
1,1,59,0.68,0.32,1.0,0.68,0.32,0.013362983084739322,0.0006809437008485253,0.005072935513903372,0.008652038901893023,0.007753403011326601,0.08623990373635732,0.06921631121514418,0.017023592521213132,0.5547536569268847,0.4452463430731152,0.6681491542369661,1.0895020134318798,0.2536467756951686,0.4326019450946511,1.2888117262718741,0.22739477373265177,0.16774651403113358,-0.39006938744663144,0.034047185042426265,0.08223718732870439
0,1,39,3.0,2.68,5.68,0.528169014084507,0.47183098591549294,0.037480279770147854,-8.327829463391348e-05,0.009505465092982428,0.010823161063953243,0.015455616315666028,0.7129098819736823,0.7251517912848668,-0.012241909311184518,0.49574360768427783,0.5042563923157222,1.8740139885073928,4.017908924151965,0.4752732546491213,0.5411580531976621,4.6299886691317145,1.2260839212134944,0.5678709576810577,-0.6647287553586213,-0.004310531447600182,0.010130263994551596
