class,gender,age,apex_duration_positive,apex_duration_negative,apex_duration_full,apex_duration_ratio_positive,apex_duration_ratio_negative,apex_maximum_amplitude,apex_mean_amplitude_full,apex_mean_amplitude_positive,apex_mean_amplitude_negative,apex_std_amplitude,apex_total_amplitude_positive,apex_total_amplitude_negative,apex_net_amplitude,apex_amplitude_ratio_positive,apex_amplitude_ratio_negative,apex_maximum_speed_positive,apex_maximum_speed_negative,apex_mean_speed_positive,apex_mean_speed_negative,apex_maximum_acceleration_positive,apex_maximum_acceleration_negative,apex_mean_acceleration_positive,apex_mean_acceleration_negative,apex_net_amplitude_duration_ratio,apex_left_right_amplitude_difference
0,0,30,1.04,0.16,1.2,0.8666666666666667,0.13333333333333333,0.003127455028468229,0.0005165673129509927,0.0009237929185666204,0.0005806971846976094,0.0008028321657974034,0.02401861588273213,0.002322788738790438,0.021695827143941693,0.9118198603239034,0.08818013967609664,0.15637275142341145,0.03800758911920443,0.04618964592833102,0.029034859234880472,0.11187649054555937,-0.014922750758533665,0.0020544642767137532,-0.02326364964471278,0.03615971190656949,0.6620114813109168
0,0,27,0.84,1.2,2.04,0.4117647058823529,0.5882352941176471,0.004120770099584337,-2.4091933688439068e-05,0.0012250118145769886,0.0009153289110561458,0.0012284953502179775,0.02572524810611676,0.027459867331684373,-0.001734619225567613,0.4836926251707001,0.5163073748292999,0.20603850497921683,0.1468278004701562,0.06125059072884943,0.04576644555280729,0.2203198402083384,0.11325053102847482,0.006418781327691204,-0.018769725665408465,-0.0017006070838898166,0.1023092924704592
0,0,23,1.48,1.6,3.08,0.4805194805194805,0.5194805194805194,0.0014114887003900956,-5.049763354567777e-05,0.0005573707804992913,0.0006771603993080133,0.0006497212014022783,0.020622718878473778,0.027086415972320532,-0.006463697093846754,0.4322593344643396,0.5677406655356604,0.07057443501950478,0.12981170017782317,0.027868539024964566,0.033858019965400665,0.12981170017782317,0.0608479205375545,0.007376360099043175,-0.01813630762033211,-0.004197205905095295,0.2662747410011016
0,0,36,2.08,1.04,3.12,0.6666666666666666,0.3333333333333333,0.016806816811560377,0.0007805879333232195,0.002721822952028962,0.001870954978463188,0.0031696491799014237,0.14153479350550602,0.04864482944004289,0.09288996406546313,0.7442163956021167,0.2557836043978833,0.8403408405780188,0.6037849671028273,0.13609114760144808,0.0935477489231594,0.7336414615656928,0.41405709818853054,0.003355643692540387,-0.021040431919612843,0.059544848759912256,0.13194697853451048
0,0,10,0.56,0.04,0.6,0.9333333333333333,0.06666666666666667,0.00449276634931417,0.0007150109744337579,0.0012304565606546167,6.61284627544445e-05,0.0010856210169549985,0.017226391849164635,6.61284627544445e-05,0.01716026338641019,0.99617589214518,0.0038241078548200205,0.2246383174657085,0.0033064231377222253,0.06152282803273084,0.0033064231377222253,0.1576158250110593,-0.0033064231377222253,0.0,-0.0033064231377222253,0.057200877954700635,1.0501628334196293
0,1,43,0.44,0.0,0.44,1.0,0.0,0.0011985913002020565,0.0002400130614183987,0.000458206753616943,0.0,0.00037746564354286836,0.005040274289786373,0.0,0.005040274289786373,1.0,0.0,0.059929565010102825,0.0,0.02291033768084715,0.0,0.059929565010102825,0.0,0.0,0.0,0.02291033768084715,1.1903021628206367
0,0,9,0.32,1.44,1.76,0.18181818181818182,0.8181818181818182,0.004859195019455975,-0.0017721202804303077,0.0012940423730739975,0.0034380010258925463,0.0037790355494756287,0.01035233898459198,0.12376803693213168,-0.1134156979475397,0.07718692192616448,0.9228130780738355,0.24295975097279876,0.8650382272821389,0.06470211865369987,0.1719000512946273,0.8650382272821389,0.7801607811788569,0.05963918977213506,-0.04701242934580781,-0.12888147494038601,0.07249062808927094
0,0,43,0.04,2.76,2.8,0.014285714285714285,0.9857142857142858,0.001625146777084252,-0.0005612241472539086,0.001625146777084252,0.0009101243308371058,0.0009518724713864758,0.001625146777084252,0.0627985788277603,-0.061173432050676047,0.025225904925964788,0.9747740950740352,0.0812573388542126,0.3276317962388864,0.0812573388542126,0.04550621654185529,0.24793012727568065,0.1645385316727921,0.021675244286428183,-0.012251225031459407,-0.04369530860762575,0.0460305006767935
0,1,8,0.48,0.4,0.88,0.5454545454545454,0.45454545454545453,0.0020617849175370573,4.821877717221349e-05,0.0007269090682719784,0.0006987032841064056,0.0007273332520845143,0.008722908819263742,0.006987032841064056,0.0017358759781996858,0.555247690148439,0.44475230985156106,0.10308924587685286,0.08771662080196418,0.036345453413598926,0.03493516420532028,0.10568447088232791,0.007935430055000525,0.00933150993600984,-0.02554803645735737,0.003945172677726558,0.7256347339197184
1,1,34,0.88,0.88,1.76,0.5,0.5,0.0043351064220326085,5.6077146177391235e-05,0.0007077020538680736,0.0005573133436650699,0.0008280368471560516,0.015569445185097619,0.012260893560631536,0.003308551624466083,0.5594414544266698,0.44055854557333024,0.21675532110163043,0.10998308955708636,0.035385102693403676,0.027865667183253492,0.1478706302100674,0.10892271599131642,0.012795605193439356,-0.021464949782931675,0.003759717755075094,0.06281608437357213
0,1,9,1.16,0.12,1.28,0.90625,0.09375,0.014164816088922172,0.001765686002675325,0.003310471422664458,0.0013959997060507916,0.003388664052367992,0.09600367125726927,0.004187999118152375,0.0918156721391169,0.9582001267923791,0.04179987320762093,0.7082408044461086,0.17273885145359102,0.1655235711332229,0.06979998530253957,0.5745748554645935,-0.0072699236978723825,0.004476840950405625,-0.07101163925218497,0.14346198771737015,2.8193603173015065
1,0,9,0.04,0.2,0.24,0.16666666666666666,0.8333333333333334,0.0027684993773174904,-0.00022379044924970143,0.0027684993773174904,0.0012698293130625426,0.0011055510504890788,0.0027684993773174904,0.006349146565312713,-0.003580647187995223,0.3036419043618676,0.6963580956381324,0.13842496886587452,0.13842496886587452,0.13842496886587452,0.06349146565312713,0.13842496886587452,0.10970003179404664,0.0028724937071827883,-0.012432195685533332,-0.029838726566626856,0.12052521523159972
1,0,10,1.04,2.08,3.12,0.3333333333333333,0.6666666666666666,0.0034412048972426446,-0.00011414266449545964,0.0008894026719261052,0.0006993272798375394,0.0008607923516539823,0.023124469470078735,0.03636501855155205,-0.013240549081473318,0.38871522077430753,0.6112847792256925,0.17206024486213223,0.14724436515777262,0.04447013359630526,0.03496636399187698,0.1383533909098511,0.13827967179921852,0.010717380954388626,-0.011615790031873912,-0.008487531462482897,0.1884087887814394
1,1,66,0.64,0.08,0.72,0.8888888888888888,0.1111111111111111,0.0020388996415970917,0.00036795428960998647,0.0006852992787862444,0.0003310341757501445,0.0005804947256310895,0.01096478846057991,0.000662068351500289,0.010302720109079622,0.9430569790098038,0.05694302099019624,0.10194498207985458,0.03236554261862867,0.03426496393931222,0.016551708787507224,0.06948207187553734,-0.0007378749563857756,0.002618758407745725,-0.03273448009682156,0.028618666969665616,0.09120841129184815
1,1,42,0.76,0.64,1.4,0.5428571428571428,0.45714285714285713,0.002438779909277544,4.3958075698590674e-05,0.0009841593258241444,0.0009846147574283232,0.0008673631976450178,0.018699027190658746,0.01575383611885317,0.002945191071805575,0.5427423266006522,0.45725767339934775,0.12193899546387721,0.12193899546387721,0.049207966291207224,0.04923073787141616,0.24387799092775442,0.05795642507395726,0.011785251537731023,-0.04351101642252435,0.004207415816865108,0.22733531284049288
1,0,63,0.56,1.32,1.88,0.2978723404255319,0.7021276595744681,0.003059082454327955,-0.00037921226005927416,0.0009157523406694687,0.001215873196776979,0.0013846868288824054,0.012820532769372561,0.0401238154936403,-0.02730328272426774,0.24215111130811742,0.7578488886918826,0.15295412271639774,0.3078526380301039,0.045787617033473435,0.06079365983884894,0.1441228595757904,0.2806279516604393,0.015121337096960244,-0.0196760307625571,-0.02904604545134866,0.007839070929977193
1,0,19,1.24,0.64,1.88,0.6595744680851063,0.3404255319148936,0.0022904950126131363,0.00011230148253888922,0.0004884742652702434,0.0004480810601947757,0.0005588899646526832,0.015142702223377547,0.007169296963116412,0.007973405260261135,0.6786797586719089,0.3213202413280911,0.11452475063065681,0.0727279449510454,0.024423713263512174,0.022404053009738786,0.07323898913277893,0.05128099678770037,0.004795984586342631,-0.019398805654623208,0.008482346021554399,0.19543712933258492
0,1,42,0.8,0.72,1.52,0.5263157894736842,0.47368421052631576,0.0006541223497409376,-9.009730664838942e-06,0.0002700611391175223,0.0003285987461247925,0.00032405013196079726,0.0054012227823504455,0.005914777430246265,-0.0005135546478958197,0.4773084730360758,0.5226915269639242,0.03270611748704688,0.05790485266181089,0.013503056955876114,0.016429937306239626,0.05790485266181089,0.04476991304951938,0.006769372108404263,-0.014986789572223455,-0.0006757297998629207,0.15040370482966942
0,1,12,2.16,1.2,3.36,0.6428571428571429,0.35714285714285715,0.004254730257139183,4.430672065699355e-05,0.0007595917766679396,0.001195945878128583,0.001285755417255048,0.04101795594006874,0.03587837634385749,0.005139579596211252,0.533418886464144,0.46658111353585596,0.21273651285695916,0.19007399255530633,0.03797958883339699,0.05979729390642915,0.19321523742183988,0.1694907665267864,0.00259755284120981,-0.007561140586996824,0.0030592735691733646,0.6140286258792674
1,0,50,0.04,1.28,1.32,0.030303030303030304,0.9696969696969697,7.978602790759126e-05,-0.002060741883884588,7.978602790759126e-05,0.002707217035970634,0.003153432568861357,7.978602790759126e-05,0.08663094515106029,-0.0865511591231527,0.0009201401812990797,0.999079859818701,0.003989301395379563,0.6897343748061224,0.003989301395379563,0.1353608517985317,0.003989301395379563,0.6041649500005408,0.00044325571059772924,-0.00012466566860561135,-0.13113811988356472,0.06992262899692553
0,0,25,1.36,1.0,2.36,0.576271186440678,0.423728813559322,0.010290613034614315,0.0003203672110328734,0.0020499972965436976,0.00151934216760925,0.0019677547623405227,0.06969990808248572,0.03798355419023125,0.03171635389225447,0.6472665961089283,0.35273340389107166,0.5145306517307158,0.27046444398503566,0.10249986482718489,0.0759671083804625,0.29966103477678807,0.1944209875296199,0.015391533830131608,-0.0470728305580459,0.026878266010385142,0.0040193924572346825
1,0,46,0.04,0.0,0.04,1.0,0.0,0.00023495603503687068,3.3565147862410095e-05,0.00023495603503687068,0.0,8.880503396304836e-05,0.00023495603503687068,0.0,0.00023495603503687068,1.0,0.0,0.011747801751843534,0.0,0.011747801751843534,0.0,0.011747801751843534,0.0,0.0,0.0,0.011747801751843534,2.23099782658916
0,0,49,1.12,1.04,2.16,0.5185185185185185,0.48148148148148145,0.015820847261585613,0.0005156866390333497,0.004094685191614671,0.0028030987539811336,0.003987164246302437,0.1146511853652108,0.07288056760350947,0.04177061776170132,0.6113694537070438,0.38863054629295624,0.7910423630792807,0.6070348933017944,0.20473425958073357,0.14015493769905668,0.5510186920960891,0.5916925544884655,0.02382423771870744,-0.04948110910808468,0.038676497927501226,0.012687843256574953
0,0,55,1.44,0.44,1.88,0.7659574468085106,0.23404255319148937,0.0040696314825680036,0.0002513838438845837,0.0010962788611716494,0.0017367225134116452,0.0012463083223244278,0.039466039002179376,0.019103947647528097,0.02036209135465128,0.6738270103801789,0.3261729896198211,0.20348157412840018,0.19144355809143643,0.05481394305858247,0.08683612567058226,0.19085049561889944,0.02794607518588621,0.0071540902336222215,-0.044875656919993935,0.021661799313458806,0.5524928835436222
0,1,64,2.32,4.24,6.56,0.35365853658536583,0.6463414634146342,0.0025221925746996554,-0.0003260640138471889,0.0005173288159354714,0.0010151727039612102,0.0010968696139267342,0.030005071324257337,0.1076083066198883,-0.07760323529563096,0.21803891287688443,0.7819610871231156,0.12610962873498277,0.2928404304880783,0.025866440796773568,0.05075863519806051,0.1179845264533963,0.227157113260279,0.007276189340403148,-0.008992271732007664,-0.023659522955985047,0.013756182103066965
0,0,34,1.6,1.44,3.04,0.5263157894736842,0.47368421052631576,0.004548863958103833,6.666040409732166e-06,0.0011296087346256394,0.0012321600103949665,0.0012519381553387384,0.04518434938502558,0.04435776037421879,0.0008265890108067886,0.5046156440418328,0.4953843559581672,0.22744319790519163,0.22586809356942017,0.05648043673128198,0.061608000519748324,0.22586809356942017,0.12683227098520544,0.014235101710961866,-0.03780822826664923,0.0005438085597413083,0.2401803067920363
0,1,9,0.04,0.16,0.2,0.2,0.8,0.0004451564265778307,-0.00042445968821441804,0.0004451564265778307,0.0015968980153949208,0.0009682453892823882,0.0004451564265778307,0.006387592061579683,-0.005942435635001853,0.06515041894917889,0.934849581050821,0.022257821328891536,0.14034025150682639,0.022257821328891536,0.07984490076974604,0.03481266703035946,0.10552758447646693,0.006341165373250111,-0.014267622089812748,-0.059424356350018526,0.3174619069281988
0,1,10,0.16,0.92,1.08,0.14814814814814814,0.8518518518518519,0.0017102642738967555,-0.00072927667635456,0.0009478542495872377,0.0014648591621254745,0.0014164041298452175,0.003791416998348951,0.03369176072888591,-0.02990034373053696,0.1011498284894386,0.8988501715105615,0.08551321369483778,0.3167532629368419,0.04739271247936189,0.07324295810627372,0.08551321369483778,0.29187132651858905,0.012805726256164404,-0.013450196444259526,-0.05537100690840178,0.025928068045954714
1,1,11,0.68,0.2,0.88,0.7727272727272727,0.22727272727272727,0.00357097536481088,0.0001623784855181936,0.0005210755636489722,0.00031025054674276297,0.0005885194838356374,0.008858284582032527,0.0015512527337138149,0.0073070318483187124,0.8509777440955748,0.14902225590442522,0.178548768240544,0.031606619267970926,0.02605377818244861,0.015512527337138149,0.178548768240544,-0.002429965980044191,0.003948884471874999,-0.03415191800789752,0.01660689056436071,0.043892794992115375
1,0,47,1.64,0.0,1.64,1.0,0.0,0.006443883200098477,0.0014744839337267686,0.0014744839337267686,0.0,0.0013174194293593276,0.060453841282797516,0.0,0.060453841282797516,1.0,0.0,0.32219416000492385,0.0,0.07372419668633844,0.0,0.2297708734132986,0.0,0.0016636525668770052,0.0,0.07372419668633844,0.01791200437732694
1,1,34,0.44,0.6,1.04,0.4230769230769231,0.5769230769230769,0.0013742161713110601,-0.00011045339434096675,0.0004646441793985505,0.0007162806056515574,0.0006512141531991203,0.005111085973384055,0.01074420908477336,-0.005633123111389304,0.3223583007844717,0.6776416992155283,0.068710808565553,0.1677180864393113,0.023232208969927524,0.03581403028257787,0.06693460987591826,0.1644780592246764,0.003412351292166565,-0.011001582477914532,-0.010832929060364047,0.27873448799084216
0,1,32,1.88,2.4,4.28,0.4392523364485981,0.5607476635514018,0.0027206598895287426,-2.2491318375661808e-05,0.0008473285527664467,0.0007297152335689912,0.0008917816425706739,0.039824441980022995,0.043782914014139473,-0.003958472034116478,0.47632701102046054,0.5236729889795394,0.13603299447643713,0.14441860376672722,0.04236642763832234,0.03648576167844955,0.27945321088364006,0.11102364110093244,0.0130731735966631,-0.02505691606027094,-0.0018497532869703169,0.15875331622859948
0,1,17,1.2,0.28,1.48,0.8108108108108109,0.1891891891891892,0.008860764957971057,0.0005417393168994485,0.0012478376953644842,0.0006270046471525959,0.0014369356990078458,0.03743513086093453,0.004389032530068171,0.03304609833086636,0.8950598846643673,0.10494011533563272,0.44303824789855284,0.07027307015661233,0.062391884768224215,0.03135023235762979,0.4241775608345155,0.02533501003280647,0.0015392394340793588,-0.011654241429458003,0.04465688963630589,0.15456309730762843
1,1,14,0.32,0.88,1.2,0.26666666666666666,0.7333333333333333,0.004922149427502576,-0.00029316906869417564,0.002375926554217131,0.0013703562292779873,0.0018240873204175998,0.019007412433737048,0.030147837044115722,-0.011140424610378674,0.38668123212966227,0.6133187678703377,0.24610747137512878,0.2133411744628333,0.11879632771085655,0.06851781146389936,0.22912417141986996,0.16426694147563814,-0.005181994007128858,-0.009867573037795518,-0.018567374350631122,0.2611592230327081
0,1,47,0.84,1.96,2.8,0.3,0.7,0.0016566640251234332,-0.0004662684896039317,0.0007063935338629997,0.001482684835143072,0.0014223143608300428,0.014834264211122994,0.07265155692201053,-0.057817292710887536,0.169561924652323,0.830438075347677,0.08283320125617166,0.4189957414307832,0.03531967669314998,0.07413424175715361,0.27952779779215065,0.3363293215601748,0.008537011020783438,-0.01477097076049467,-0.04129806622206252,0.006900369942618616
1,0,13,0.04,0.0,0.04,1.0,0.0,0.0008184294071877929,8.184294071877929e-05,0.0008184294071877929,0.0,0.00025881010307748074,0.0008184294071877929,0.0,0.0008184294071877929,1.0,0.0,0.040921470359389644,0.0,0.040921470359389644,0.0,0.040921470359389644,0.0,0.0,0.0,0.040921470359389644,2.563763938272473
1,1,36,0.12,2.04,2.16,0.05555555555555555,0.9444444444444444,0.0013770925929601496,-0.0004489264782780121,0.0011656282436672827,0.0007023449248435042,0.0009060755588688346,0.003496884731001848,0.035819591167018716,-0.03232270643601687,0.08894196774075326,0.9110580322592468,0.06885462964800748,0.31485572713292886,0.058281412183364134,0.035117246242175215,0.31485572713292886,0.07537826297154271,0.029438987102251846,-0.012669820156852356,-0.029928431885200803,0.07525560714715279
0,1,22,0.12,0.04,0.16,0.75,0.25,0.00059747152311318,8.917873632591839e-05,0.00040288781148811736,0.0004060548075310866,0.00028662668286006234,0.001208663434464352,0.0004060548075310866,0.0008026086269332655,0.7485290021686436,0.2514709978313564,0.029873576155659,0.02030274037655433,0.020144390574405868,0.02030274037655433,0.02030274037655433,-0.02030274037655433,0.0,-0.02030274037655433,0.010032607836665819,0.31518771827829895
0,0,24,0.84,0.04,0.88,0.9545454545454546,0.045454545454545456,0.0035034891244800637,0.00040120329442820007,0.0007351147335507754,0.0013952940995792806,0.000828591507981445,0.015437409404566282,0.0013952940995792806,0.014042115304987002,0.9171081401608692,0.08289185983913085,0.17517445622400318,0.06976470497896403,0.036755736677538765,0.06976470497896403,0.15295119221280795,-0.06976470497896403,0.002114081969059516,-0.06976470497896403,0.031913898420425,0.12239493210228082
0,0,9,0.08,0.0,0.08,1.0,0.0,0.001291985901133108,0.0001369339093219235,0.0006846695466096175,0.0,0.00040657131803395344,0.001369339093219235,0.0,0.001369339093219235,1.0,0.0,0.0645992950566554,0.0,0.03423347733048088,0.0,0.06073163545234905,0.0,0.0,0.0,0.03423347733048088,3.970035960494414
1,0,24,0.36,0.76,1.12,0.32142857142857145,0.6785714285714286,0.004857333190455226,-0.00033146060615486713,0.0014655924731310252,0.001740945717235329,0.0014552685822090247,0.013190332258179227,0.033077968627471255,-0.019887636369292028,0.2850835670576794,0.7149164329423205,0.24286665952276132,0.23537566968085954,0.07327962365655126,0.08704728586176647,0.24286665952276132,0.1701457197668288,0.012517542248154795,-0.03874091366352902,-0.035513636373735766,0.04981671998690272
1,1,8,0.84,0.68,1.52,0.5526315789473685,0.4473684210526316,0.007025029340846145,-0.0002246167973527876,0.0015317762315978315,0.0031077674247065247,0.002337134429626343,0.03216730086355446,0.05283204622001092,-0.02066474535645646,0.3784417406398408,0.6215582593601592,0.35125146704230725,0.7677110716548474,0.07658881157989157,0.15538837123532623,0.35125146704230725,0.6599673900303082,0.02024959114787933,-0.08814527911429827,-0.027190454416390078,0.2819620656006633
0,1,16,0.28,4.6,4.88,0.05737704918032787,0.9426229508196722,0.001563121105829679,-0.0004939867680369795,0.000614118094903336,0.0007547357993608602,0.0007757999739560822,0.004298826664323352,0.08679461692649892,-0.08249579026217557,0.04719139484541851,0.9528086051545815,0.07815605529148395,0.21218003143522735,0.0307059047451668,0.037736789968043014,0.07815605529148395,0.20716456018455287,0.015494441524295629,-0.007193197859392687,-0.033809750107449,0.14165446436477017
1,1,14,0.6,0.84,1.44,0.4166666666666667,0.5833333333333334,0.0046934390841811835,-0.0006156873578976507,0.0013217399416369346,0.00249797757586331,0.0025785240031304456,0.01982609912455402,0.05245752909312951,-0.03263142996857549,0.2742820139692953,0.7257179860307047,0.23467195420905917,0.4196406886186277,0.06608699708184673,0.12489887879316547,0.2933189042596096,0.3564187536594432,0.012812032436646597,-0.018913000263621166,-0.0453214305119104,0.06263994925910016
0,0,10,0.0,1.72,1.72,0.0,1.0,0.0,-0.0005598948727412262,0.0,0.0006901029826810463,0.0006089322663893527,0.0,0.02967442825528499,-0.02967442825528499,0.0,1.0,0.0,0.148102607566597,0.0,0.03450514913405232,0.06427764318466256,0.1387484977805553,0.02806650554479151,-0.005545041201245908,-0.03450514913405232,0.05682691880301678
0,0,46,0.52,0.68,1.2,0.43333333333333335,0.5666666666666667,0.0066054550135769,0.00013490058567066385,0.0013553039983112884,0.0007110604685617371,0.0015268898448591512,0.01761895197804675,0.01208802796554953,0.005530924012497218,0.5930913210127488,0.4069086789872513,0.330272750678845,0.15475455714802355,0.06776519991556441,0.035553023428086854,0.30911835189542103,0.137747242774805,0.0036027326730667954,-0.006822887837237181,0.009218206687495364,0.07205187822233369
0,0,40,1.76,1.48,3.24,0.5432098765432098,0.4567901234567901,0.011074332963289635,0.0002527940775654899,0.0014726161910982507,0.0008151979400500245,0.001448632274476223,0.06479511240832303,0.030162323781850908,0.03463278862647212,0.6823595392630023,0.3176404607369977,0.5537166481644817,0.16408127736138312,0.07363080955491252,0.040759897002501225,0.3685286255565412,0.1319922620808489,0.00760216208457179,-0.021175442226881395,0.02137826458424205,0.09794455858045863
